open_time,open,high,low,close,volume,time_scale,close_price,weighted_avg_price,average_price
2023-01-01,39578.0,45870.0,39552.0,44960.0,4161809.922548,43200,44960.0,42984.0,42490.0
2023-01-31,44960.0,62000.0,44800.0,54700.0,5802912.870545,43200,54700.0,52232.0,51615.0
2023-03-02,54700.0,57300.0,44444.0,54440.0,4793515.146257,43200,54440.0,53064.8,52721.0
2023-04-01,54440.0,55250.0,50665.0,55181.0,3915273.305147,43200,55181.0,54143.4,53884.0
2023-05-01,55181.0,57195.0,51150.0,52000.0,3535692.052076,43200,52000.0,53505.2,53881.5
2023-05-31,52000.0,52350.0,47000.0,50316.0,3622954.738631,43200,50316.0,50396.4,50416.5
2023-06-30,50316.0,51890.0,48607.0,49305.0,4231020.185964,43200,49305.0,49884.6,50029.5
2023-07-30,49305.0,50597.0,48650.0,49700.0,9308362.553105,43200,49700.0,49590.4,49563.0
2023-08-29,49700.0,50642.0,49400.0,49970.0,10332490.526923,43200,49970.0,49936.4,49928.0
2023-09-28,49970.0,54472.0,49650.0,51932.0,49537106.8076858,43200,51932.0,51591.200000000004,51506.0
2023-10-28,51932.0,52634.0,50494.68490006777,50866.0,110547681.26946284,43200,50866.0,51358.53698001356,51481.671225016944
2023-11-27,50864.47054184216,51148.82005149108,49855.5249858259,50927.60896019549,106023248.33794138,43200,50927.60896019549,50744.80669991003,50699.10613483866
2023-12-27,50928.0,51191.51581485479,50384.91809959569,50925.0,17907926.532009427,43200,50925.0,50870.8867828901,50857.35847861262
