open_time,open,high,low,close,volume,time_scale,close_price,weighted_avg_price,average_price
2023-01-01 00:00:00,39428.0,39800.0,39394.0,39800.0,243328.6798361607,60,39800.0,39644.4,39605.5
2023-01-01 01:00:00,39800.0,39899.0,39615.0,39703.0,104154.1124493947,60,39703.0,39744.0,39754.25
2023-01-01 02:00:00,39844.0,39844.0,39640.0,39704.0,67132.9298451557,60,39704.0,39747.2,39758.0
2023-01-01 03:00:00,39705.0,39827.0,39700.0,39725.0,29316.8126353493,60,39725.0,39736.4,39739.25
2023-01-01 04:00:00,39722.0,39836.0,39703.0,39738.0,28173.299597008,60,39738.0,39747.40000000001,39749.75
2023-01-01 05:00:00,39739.0,39835.0,39715.0,39719.0,17619.1466971534,60,39719.0,39745.4,39752.0
2023-01-01 06:00:00,39719.0,39834.0,39715.0,39832.0,32825.5034247358,60,39832.0,39786.4,39775.0
2023-01-01 07:00:00,39832.0,39832.0,39615.0,39787.0,67361.0592636709,60,39787.0,39770.600000000006,39766.5
2023-01-01 08:00:00,39789.0,39840.0,39703.0,39828.0,92610.4216371325,60,39828.0,39797.600000000006,39790.0
2023-01-01 09:00:00,39825.0,39839.0,39552.0,39630.0,110801.3924995642,60,39630.0,39695.2,39711.5
2023-01-01 10:00:00,39700.0,39761.0,39603.0,39740.0,116049.3971723467,60,39740.0,39708.8,39701.0
2023-01-01 11:00:00,39761.0,40447.0,39706.0,40432.0,509706.2521766885,60,40432.0,40155.600000000006,40086.5
2023-01-01 12:00:00,40446.0,41150.0,40432.0,40821.0,796242.5651842562,60,40821.0,40734.0,40712.25
2023-01-01 13:00:00,40900.0,41500.0,40650.0,41241.0,816237.6506847591,60,41241.0,41106.4,41072.75
2023-01-01 14:00:00,41247.0,41249.0,40800.0,40900.0,509798.47691870807,60,40900.0,41019.2,41049.0
2023-01-01 15:00:00,40900.0,40939.0,40662.0,40706.0,284262.6949933524,60,40706.0,40782.600000000006,40801.75
2023-01-01 16:00:00,40710.0,40900.0,40601.0,40856.0,215534.51989502148,60,40856.0,40784.600000000006,40766.75
