open_time,open,high,low,close,volume,time_scale,close_price,weighted_avg_price,average_price
2023-01-01 00:00:00,39578.0,40189.0,39552.0,40000.0,9107.77587,60,40000.0,39863.8,39829.75
2023-01-01 01:00:00,40000.0,40126.0,39902.0,39902.0,8489.38823,60,39902.0,39966.4,39982.5
2023-01-01 02:00:00,39902.0,40140.0,39741.0,39779.0,2084.794069,60,39779.0,39868.200000000004,39890.5
2023-01-01 03:00:00,39779.0,40140.0,39742.0,39742.0,300.792746,60,39742.0,39829.0,39850.75
2023-01-01 04:00:00,39742.0,40237.0,39742.0,40237.0,1268.157881,60,40237.0,40039.0,39989.5
2023-01-01 05:00:00,40237.0,40237.0,39743.0,39743.0,628.063552,60,39743.0,39940.600000000006,39990.0
2023-01-01 06:00:00,39743.0,39953.0,39743.0,39762.0,75.065394,60,39762.0,39792.600000000006,39800.25
2023-01-01 07:00:00,39762.0,40290.0,39741.0,40197.0,1887.370997,60,40197.0,40037.4,39997.5
2023-01-01 08:00:00,40197.0,40197.0,39741.0,39788.0,3752.231569,60,39788.0,39942.2,39980.75
2023-01-01 09:00:00,39788.0,39900.0,39614.0,39705.0,2099.628834,60,39705.0,39742.4,39751.75
2023-01-01 10:00:00,39705.0,40000.0,39615.0,39667.0,6388.13156,60,39667.0,39730.8,39746.75
2023-01-01 11:00:00,39667.0,40300.0,39667.0,40300.0,12972.615446,60,40300.0,40046.8,39983.5
2023-01-01 12:00:00,40300.0,41300.0,40300.0,41171.0,10536.494325,60,41171.0,40848.4,40767.75
2023-01-01 13:00:00,41171.0,41499.0,40821.0,41462.0,8400.537608999999,60,41462.0,41283.0,41238.25
2023-01-01 14:00:00,41462.0,41500.0,41252.0,41252.0,4690.866992,60,41252.0,41343.600000000006,41366.5
2023-01-01 15:00:00,41252.0,41252.0,40800.0,40831.0,15381.280065,60,40831.0,40993.2,41033.75
2023-01-01 16:00:00,40831.0,41123.0,40758.0,41123.0,3855.875913,60,41123.0,40991.600000000006,40958.75
2023-01-01 17:00:00,41123.0,41200.0,40776.0,41114.0,1984.366217,60,41114.0,41065.4,41053.25
2023-01-01 18:00:00,41114.0,41239.0,41050.0,41198.0,2315.080035,60,41198.0,41159.8,41150.25
2023-01-01 19:00:00,41198.0,41220.0,41050.0,41220.0,3094.145265,60,41220.0,41181.6,41172.0
2023-01-01 20:00:00,41220.0,41292.0,41220.0,41255.0,4971.712023,60,41255.0,41248.4,41246.75
2023-01-01 21:00:00,41255.0,41290.0,40999.0,41000.0,6388.519595000001,60,41000.0,41108.8,41136.0
2023-01-01 22:00:00,41000.0,41248.0,40950.0,40950.0,2113.817291,60,40950.0,41019.6,41037.0
2023-01-01 23:00:00,40950.0,41096.0,40950.0,41019.0,2903.917532,60,41019.0,41006.8,41003.75
2023-01-02 00:00:00,41019.0,41072.0,40944.0,41072.0,2796.440771,60,41072.0,41035.8,41026.75
2023-01-02 01:00:00,41072.0,41209.0,41072.0,41072.0,2950.73353,60,41072.0,41099.399999999994,41106.25
2023-01-02 02:00:00,41072.0,41208.0,41017.0,41017.0,984.630365,60,41017.0,41066.2,41078.5
2023-01-02 03:00:00,41017.0,41209.0,41016.0,41207.0,765.738519,60,41207.0,41131.2,41112.25
2023-01-02 04:00:00,41207.0,41207.0,41017.0,41189.0,24.915801000000002,60,41189.0,41161.8,41155.0
2023-01-02 05:00:00,41189.0,41189.0,41051.0,41051.0,16.560882,60,41051.0,41106.200000000004,41120.0
2023-01-02 06:00:00,41051.0,41051.0,41051.0,41051.0,20.0,60,41051.0,41051.0,41051.0
2023-01-02 07:00:00,41051.0,41223.0,41051.0,41223.0,996.381126,60,41223.0,41154.200000000004,41137.0
2023-01-02 08:00:00,41223.0,41480.0,41209.0,41239.0,5382.850688,60,41239.0,41278.0,41287.75
2023-01-02 09:00:00,41239.0,41460.0,41239.0,41400.0,502.28704500000003,60,41400.0,41347.600000000006,41334.5
2023-01-02 10:00:00,41400.0,41440.0,40910.0,41212.0,17448.602723,60,41212.0,41234.8,41240.5
2023-01-02 11:00:00,41212.0,41231.0,41003.0,41096.0,6068.933010000001,60,41096.0,41127.6,41135.5
2023-01-02 12:00:00,41096.0,41349.0,41096.0,41247.0,11171.447519000001,60,41247.0,41207.0,41197.0
2023-01-02 13:00:00,41247.0,41349.0,41210.0,41295.0,5476.028569,60,41295.0,41279.2,41275.25
2023-01-02 14:00:00,41295.0,41350.0,41244.0,41244.0,6717.545047,60,41244.0,41275.40000000001,41283.25
2023-01-02 15:00:00,41244.0,41350.0,41104.0,41298.0,4647.352842,60,41298.0,41258.8,41249.0
2023-01-02 16:00:00,41298.0,41340.0,41104.0,41150.0,2504.151874,60,41150.0,41208.4,41223.0
2023-01-02 17:00:00,41150.0,41300.0,41000.0,41000.0,10436.945831,60,41000.0,41090.0,41112.5
2023-01-02 18:00:00,41000.0,41259.0,40300.0,40313.0,19233.722535,60,40313.0,40637.0,40718.0
2023-01-02 19:00:00,40313.0,40888.0,40312.0,40888.0,2503.3504900000003,60,40888.0,40657.8,40600.25
2023-01-02 20:00:00,40888.0,40888.0,40550.0,40670.0,1501.1673720000001,60,40670.0,40733.2,40749.0
2023-01-02 21:00:00,40670.0,40964.0,40670.0,40700.0,2864.2646529999997,60,40700.0,40740.8,40751.0
2023-01-02 22:00:00,40700.0,40964.0,40693.0,40906.0,2105.236233,60,40906.0,40833.8,40815.75
2023-01-02 23:00:00,40906.0,40906.0,40704.0,40704.0,4176.11129,60,40704.0,40784.8,40805.0
2023-01-03 00:00:00,40704.0,40994.0,40693.0,40800.0,5967.739509,60,40800.0,40798.200000000004,40797.75
2023-01-03 01:00:00,40800.0,40993.0,40528.0,40800.0,5353.339828,60,40800.0,40784.2,40780.25
2023-01-03 02:00:00,40800.0,40994.0,40800.0,40994.0,1303.070185,60,40994.0,40916.40000000001,40897.0
2023-01-03 03:00:00,40994.0,40994.0,40515.0,40602.0,2133.7927929999996,60,40602.0,40741.4,40776.25
