open_time,open,high,low,close,volume,time_scale,close_price,weighted_avg_price,average_price
2023-01-01,39508.0,41490.0,39400.0,40895.0,2775710.671736301,1440,40895.0,40437.6,40323.25
2023-01-02,40895.0,41379.0,40257.0,40569.0,2350789.5,1440,40569.0,40733.8,40775.0
2023-01-03,40526.0,41223.0,40260.0,40704.0,1836283.42,1440,40704.0,40683.4,40678.25
2023-01-04,40703.0,40848.0,40217.0,40325.0,2035620.3975465803,1440,40325.0,40483.600000000006,40523.25
2023-01-05,40330.0,40561.0,40039.0,40443.0,1875582.1,1440,40443.0,40363.2,40343.25
2023-01-06,40443.0,40880.0,40400.0,40454.0,1508577.9,1440,40454.0,40526.2,40544.25
2023-01-07,40509.0,41348.0,40306.0,41238.0,2183370.2,1440,41238.0,40927.8,40850.25
2023-01-08,41161.0,41500.0,41102.0,41231.0,2400286.12,1440,41231.0,41245.0,41248.5
2023-01-09,41214.0,41400.0,40683.0,40852.0,4376488.84,1440,40852.0,41000.200000000004,41037.25
2023-01-10,40959.0,41294.0,40835.0,41039.0,3033206.86,1440,41039.0,41033.200000000004,41031.75
2023-01-11,41038.0,41569.0,40955.0,41192.0,2238329.52,1440,41192.0,41189.2,41188.5
2023-01-12,41193.0,41500.0,40650.0,40841.0,3923656.699854045,1440,40841.0,41005.0,41046.0
2023-01-13,40829.0,41480.0,40819.0,41200.0,3315549.4,1440,41200.0,41105.6,41082.0
2023-01-14,41199.0,41300.0,40450.0,40864.0,7358777.56,1440,40864.0,40935.4,40953.25
2023-01-15,40864.0,41200.0,40750.0,41142.0,3483334.32,1440,41142.0,41019.6,40989.0
2023-01-16,41141.0,41558.0,40876.0,41421.0,3879142.76,1440,41421.0,41283.40000000001,41249.0
2023-01-17,41422.0,42200.0,41373.0,41987.0,3484539.86625618,1440,41987.0,41793.8,41745.5
2023-01-18,41983.0,44000.0,41700.0,43576.0,4654699.0045116,1440,43576.0,42967.0,42814.75
2023-01-19,43570.0,44159.0,43546.0,43873.0,3794821.62,1440,43873.0,43804.200000000004,43787.0
2023-01-20,43873.0,44197.0,43189.0,43282.0,2753021.26,1440,43282.0,43564.600000000006,43635.25
2023-01-21,43283.0,45099.0,43109.0,44983.0,6204912.24,1440,44983.0,44291.40000000001,44118.5
2023-01-22,44992.0,45599.0,44814.0,45188.0,5282758.2,1440,45188.0,45156.2,45148.25
2023-01-23,45186.0,45399.0,44602.0,44970.0,5287803.78,1440,44970.0,45025.4,45039.25
2023-01-24,44970.0,45100.0,42650.0,43441.0,4925782.52,1440,43441.0,43920.4,44040.25
2023-01-25,43431.0,44290.0,42566.82985245126,44124.0,7765250.190755613,1440,44124.0,43707.165970490256,43602.95746311281
2023-01-26,44129.0,44899.0,44000.0,44815.0,3846795.46,1440,44815.0,44531.600000000006,44460.75
2023-01-27,44814.0,44999.0,44400.0,44581.0,2491840.94,1440,44581.0,44675.0,44698.5
2023-01-28,44597.0,44843.0,44150.0,44339.0,2794886.42,1440,44339.0,44453.600000000006,44482.25
2023-01-29,44389.0,44924.0,44200.0,44785.0,3703631.38,1440,44785.0,44616.600000000006,44574.5
2023-01-30,44732.0,45390.0,44600.0,45067.0,2699817.72,1440,45067.0,44971.2,44947.25
2023-01-31,45067.0,45288.0,44610.0,45050.0,2329341.58,1440,45050.0,45013.0,45003.75
2023-02-01,45050.0,45388.0,44801.0,45061.0,2291675.48,1440,45061.0,45072.2,45075.0
2023-02-02,45038.0,45130.0,44400.0,44772.0,3978175.6,1440,44772.0,44822.399999999994,44835.0
2023-02-03,44772.0,45360.0,44761.0,45286.0,2112707.28,1440,45286.0,45093.0,45044.75
2023-02-04,45285.0,45287.0,44840.0,44876.0,1864099.02,1440,44876.0,45032.8,45072.0
2023-02-05,44876.0,45308.215975455016,44841.0,45110.0,2647245.741871231,1440,45110.0,45049.043195091,45033.80399386375
2023-02-06,45110.0,45348.0,44930.0,45331.0,2104773.68,1440,45331.0,45210.0,45179.75
2023-02-07,45331.0,45550.0,44878.0,45100.0,1804307.24173263,1440,45100.0,45191.8,45214.75
2023-02-08,45100.0,45467.0,44866.0,45313.0,3320566.72,1440,45313.0,45211.8,45186.5
2023-02-09,45323.0,46480.0,45200.0,45970.0,2841371.38,1440,45970.0,45788.6,45743.25
2023-02-10,45970.0,46780.0,45890.0,46300.0,2134775.237574115,1440,46300.0,46248.0,46235.0
2023-02-11,46384.0,46600.0,46156.0,46235.0,1948245.82,1440,46235.0,46322.0,46343.75
2023-02-12,46234.0,47000.0,46163.0,46711.0,2565130.0,1440,46711.0,46563.8,46527.0
2023-02-13,46799.0,47500.0,46700.0,46912.0,3529258.18,1440,46912.0,46964.600000000006,46977.75
2023-02-14,46912.0,47246.0,46707.0,46707.0,3390150.34,1440,46707.0,46855.8,46893.0
2023-02-15,46707.0,47375.0,46579.0,47032.0,3940575.36,1440,47032.0,46945.0,46923.25
2023-02-16,46956.0,47799.0,46400.0,47794.0,5363117.04,1440,47794.0,47348.600000000006,47237.25
2023-02-17,47794.0,49000.0,47660.0,48561.0,3808128.9,1440,48561.0,48315.200000000004,48253.75
2023-02-18,48553.0,48850.0,48165.0,48272.0,2932211.5,1440,48272.0,48422.399999999994,48460.0
2023-02-19,48255.0,50063.71344692849,48100.0,49754.0,4376876.920217727,1440,49754.0,49185.342689385696,49043.17836173212
2023-02-20,49724.0,50700.0,49613.0,50000.0,4856050.88,1440,50000.0,50007.4,50009.25
2023-02-21,50000.0,50631.0,49500.0,50366.0,4575869.4,1440,50366.0,50172.600000000006,50124.25
2023-02-22,50378.0,53000.0,50294.0,52523.0,4034488.3096505865,1440,52523.0,51743.600000000006,51548.75
2023-02-23,52522.0,54195.0,51516.0,53890.0,4228869.16,1440,53890.0,53202.600000000006,53030.75
2023-02-24,53890.0,56816.0,48692.0,55668.0,4298072.72,1440,55668.0,54146.8,53766.5
2023-02-25,55666.0,59300.0,55450.0,58945.0,7996825.906185633,1440,58945.0,57661.2,57340.25
